Climate Change Crisis Real Impact I Acquisition Corporation,9.35,-0.74%,72 964
CLIMATE REAL IMPACT SOL II ACQ CORP,9.86,0%,
CLIMATEROCK,9.95,0%,
Clipper Realty Inc.,8.77,+0.8%,726
CLOOPEN GROUP HLDG LTD EACH ADS REP 2 CL A ORD SHS,0.99,-5.7%,500
Clorox Company (The),139.02,+0.8%,91 936
"Cloudera, Inc.",16,,
"Cloudflare, Inc.",74.25,+27.34%,603 141
CLOVER LEAF CAPITAL CORP,10.19,0%,2 261
"Clovis Oncology, Inc.",1.67,+1.83%,115 323
CLPS Incorporation,1.58,+0.96%,100
CM Life Sciences II Inc.,5.09,+2.31%,61 677
CM Life Sciences III Inc.,5.69,+2.89%,136 520
"CM Life Sciences, Inc.",1.99,+3.92%,55 042
CME Group Inc.,202.16,+1.08%,77 223
CMS Energy Corporation,67.62,-1.46%,130 250
"CMS Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.200",,,
CMS Energy Corporation Preferred Stock,,,
CN ENERGY GRP INC,2.22,-16.23%,2 808
CNA Financial Corporation,40.01,+1.01%,4 621
CNB FINANCIAL CORP(PA) DEP SHS REPSTG 1/40TH PERP PFD SER A,25.8,0%,
CNB Financial Corporation,26.19,+1.59%,1 463
CNFinance Holdings Limited,2.47,+0.82%,692
CNH Industrial N.V.,12.55,-0.87%,166 339
"CNO Financial Group, Inc.",18.29,+1.05%,41 296
"CNO Financial Group, Inc. 5.125% Subordinated Debentures due 2060",,,
"CNS Pharmaceuticals, Inc.",0.23,+2%,2 782
"Co-Diagnostics, Inc.",6.8,-0.07%,21 713
Coastal Financial Corporation,39.25,-0.03%,617
Coca Cola Femsa S.A.B. de C.V.,59.79,0%,27 228
Coca-Cola co,63.39$,-0.44%,734 870
"Coca-Cola Consolidated, Inc.",500.18,-0.7%,1 355
Coca-Cola Europacific Partners plc,51.93,-2.83%,75 074
"Cocrystal Pharma, Inc.",0.41,-2.36%,4 800
"Coda Octopus Group, Inc.",4.82,0%,5
CODE CHAIN NEW CONTINENT LIMITED,0.39,+2.4%,4 418
"Codexis, Inc.",8.76,+9.98%,114 792
CODIAK BIOSCIENCES INC,2.37,-3.66%,4 281
"Codorus Valley Bancorp, Inc",21.16,-1.72%,489
"Coeur Mining, Inc.",3.13,-1.11%,424 806
"Coffee Holding Co., Inc.",2.74,+2.62%,100
"Cogent Communications Holdings, Inc.",58.96,-4.98%,14 542
Cognex Corporation,47.96,+0.02%,42 827
COGNITION THERAPEUTICS INC,3.06,-12.82%,81 323
Cognizant Technology Solutions Corporation,68.75,+0.09%,60 018
Cognyte Software Ltd.,4.84,-0.41%,4 802
"CohBar, Inc.",0.18,-1.58%,1 949
Cohen & Company Inc.,10.91,0%,
Cohen & Steers Inc,74.78,+0.5%,1 061
"Coherent, Inc.",266.21,0%,
"Coherus BioSciences, Inc.",11.82,+11.51%,81 584
COHN ROBBINS HOLDINGS CORP.,9.99,0%,208
"Cohu, Inc.",30.53,-2.4%,5 717
COINBASE GLOBAL INC,92.98,+4.6%,560 352
Colfax Corporation,39.05,-3.79%,95 867
Colgate-Palmolive Company,80.44,-0.56%,116 577
COLICITY INC,9.84,0%,
COLISEUM ACQUISITION CORP,9.77,0%,
Collective Growth Corporation,5.4,-0.37%,146 772
"Collegium Pharmaceutical, Inc.",20.14,+8.75%,22 102
Collier Creek Holdings,17.88,+1.53%,16 093
Colliers International Group Inc.  - Subordinate Voting Shares,122.7,+0.08%,4 119
CollPlant Biotechnologies Ltd.,8.34,0%,
COLOMBIER ACQUISITION CORP,9.74,0%,
COLONNADE ACQUISITION CORP II,9.88,0%,
Colonnade Acquisition Corp.,1.88,-5.3%,57 829
"Colony Bankcorp, Inc.",14.22,-0.77%,619
"Colony Capital, Inc.",5.29,-2.94%,101 350
"Colony Capital, Inc. 7.125% Series H cumulative redeemable perpetual preferred stock",,,
"Colony Capital, Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock",,,
"Colony Capital, Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock",,,
Color Star Technology Co. Ltd.,0.13,-4.48%,248 158
"Columbia Banking System, Inc.",30.16,+2.13%,29 546
"Columbia Financial, Inc.",21.17,+1.34%,3 862
Columbia Sportswear Company,74.86,+1.44%,9 490
Columbus McKinnon Corporation,32.03,-0.93%,1 043
Comcast Corporation,38.26,-1.75%,1 116 170
COMCAST HOLDINGS Corp 2.0% EXCHANGEABLE SUBORDINATED DEBENTURES DUE OCTOBER 15 2029 (ZONES),61.4,0%,
Comerica Incorporated,78.15,+1.93%,51 513
"Comfort Systems USA, Inc.",102.58,+0.81%,5 469
"Commerce Bancshares, Inc.",71.3,+0.99%,15 492
Commercial Metals Company,40.46,+1.63%,31 880
"Commercial Vehicle Group, Inc.",7.5,-0.53%,8 671
"CommScope Holding Company, Inc.",9.7,-1.22%,236 990
"Communications Systems, Inc.",3.56,+44.72%,562 258
"Community Bank System, Inc.",68.17,+0.61%,5 647
"Community First Bancshares, Inc.",14.53,0%,
"Community Health Systems, Inc.",3.53,+6.97%,295 331
Community Healthcare Trust Incorporated,39.73,-0.95%,1 138
"Community Trust Bancorp, Inc.",42.86,-0.07%,565
Community West Bancshares,13.8,0%,
"Commvault Systems, Inc.",56.76,+0.14%,6 181
Comp En De Mn Cemig,3.48,-0.29%,132
Comp En De Mn Cemig,2.31,+1.32%,117 579
Companhia Brasileira de Distribuicao,3.13,-0.63%,31 224
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,8.98,+0.62%,74 235
Companhia Paranaense de Energia (COPEL),6.79,+3.04%,26 786
Companhia Siderurgica Nacional S.A.,2.98,+3.83%,425 688
"Compania Cervecerias Unidas, S.A.",10.81,-0.83%,14 597
COMPASS DIGITAL ACQUISITION CORP,9.62,0%,
Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Co,,,
Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares repr,,,
Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,,,
Compass Diversified Holdings Shares of Beneficial Interest,23.81,-2.02%,12 310
COMPASS INC,4.1,+4.73%,205 603
Compass Minerals Intl Inc,37.72,+1.51%,9 387
COMPASS PATHWAYS PLC UNSPON ADS REP 1 ORD SHS,20.08,+14.87%,34 030
COMPASS THERAPEUTICS INC,2.66,+1.14%,426
"CompoSecure, Inc.",6.62,+6%,943
Compugen Ltd.,1.46,-4.89%,78 393
COMPUTE HEALTH ACQUISITION CORP,9.85,-0.05%,1 100
"Computer Programs and Systems, Inc.",31.25,+4.97%,3 547
"Computer Task Group, Incorporated",8.43,-1.12%,500
CompX International Inc.,23,0%,1
"comScore, Inc.",2.18,+0.93%,13 093
COMSOVEREIGN HOLDING CORP 9.25% SERIES A CUM RED PFD,2.3,0%,
"Comstock Holding Companies, Inc.",4.43,0%,
"Comstock Mining, Inc.",0.61,+2.25%,2 700
"Comstock Resources, Inc.",15.59,+1.23%,150 720
Comtech Telecommunications Corp.,11.66,0%,3 998
"ConAgra Brands, Inc.",34.43,+1.26%,85 382
Concentrix Corporation,136.62,+0.18%,7 104
"Concert Pharmaceuticals, Inc.",6.13,-0.81%,102 613
Concho Resources Inc.,65.8,-5.77%,564 743
CONCORD ACQUISITION CORP,10.01,-0.1%,300
CONCORD ACQUISITION CORP II,9.7,0%,
CONCORD ACQUISITION CORP III,10,0%,100
Concord Medical Services Holdings Limited,2,0%,
"Concrete Pumping Holdings, Inc.",7.32,+4.87%,1 159
CONDUENT INC,4.33,+2.24%,76 810
CONFLUENT INC,33.68,+4.11%,131 450
"Conformis, Inc.",0.28,+7.09%,29 071
"Conifer Holdings, Inc.",1.53,-1.29%,100
CONMED Corporation,97.03,+0.51%,12 334
"Conn's, Inc.",9.83,+0.1%,9 057
CONNECT BIOPHARMA HLDGS LTD,1.29,+15.18%,20 566
CONNECTONE BANCORP INC DEP SHS EACH REP 1/40TH INT IN SHARE OF,23.66,0%,
"ConnectOne Bancorp, Inc.",27.19,0%,3 455
CONNEXA SPORTS TECHNOLOGIES IN,1.1,+0.92%,5 901
ConocoPhillips,92.85,+3.29%,352 234
"Consensus Cloud Solutions, Inc.",56.61,-0.09%,1 626
CONSILIUM ACQUISITION CORP I LTD,9.78,0%,
CONSOL Energy Inc,15.76$,+0.1%,202 835
CONSOL Energy Inc.,61.78,+1.41%,36 557
"Consolidated Communications Holdings, Inc.",7.09,+0.28%,14 127
"Consolidated Edison, Inc.",96.94,-0.51%,76 723
Consolidated Water Co. Ltd.,15.11,-0.79%,107
Consonance-HFW Acquisition Corp.,2.85,-1.72%,255
CONSTELLATION ACQUISITION CORP I,9.86,-0.1%,25 212
"Constellation Brands, Inc.",244.4,+0.53%,64 437
"Constellation Brands, Inc.",278.75,0%,
Constellation Energy Corporation,74.29,+10.11%,160 270
"Constellation Pharmaceuticals, Inc.",33.99,0%,
Constellium SE,14.31,+3.43%,54 262
"Construction Partners, Inc.",26.91,+14.46%,7 608
"Consumer Portfolio Services, Inc.",11.96,+1.44%,1 611
Container Store (The),7.19,-0.28%,19 699
CONTANGO ORE INC,23.1,0%,
CONTEXT THERAPEUTICS INC,1.94,+2.11%,313
CONTEXTLOGIC INC,1.79,+2.59%,453 938
"Continental Building Products, Inc.",36.99,,
"Continental Resources, Inc.",66.46,+2.53%,41 975
ContraFect Corporation,0.29,-3.53%,67 787
"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",9.93,+5.81%,58 851
"Contura Energy, Inc.",129.42,+1.83%,30 876
CONVEY HLDG PARENT INC,10.45,0%,4 011
CONX CORP,9.94,+0.05%,1 100
Conyers Park II Acquisition Corp.,4.19,-0.59%,10 617
Conyers Park II Acquisition Corp.,9.71,0%,
Cooper Tire & Rubber Company,60.02,0%,
Cooper-Standard Holdings Inc.,8.55,+67.65%,228 383
"Copa Holdings, S.A. Copa Holdings, S.A.",72.59,-0.7%,15 226
"Copart, Inc.",129.21,-0.86%,41 826
CORAZON CAP V838 MONOCEROS COR,9.82,0%,
"Corbus Pharmaceuticals Holdings, Inc.",0.3,+1.31%,6 765
Corcept Therapeutics Incorporated,28.71,+1.16%,24 049
CORE & MAIN INC,23.65,-0.76%,8 113
Core Laboratories N.V.,16.34,+0.43%,32 423
Core Molding Technologies Inc,11.72,0%,3
"CoreCivic, Inc.",9.57,-2.45%,130 145
"CoreLogic, Inc.",80,,
"CorEnergy Infrastructure Trust, Inc.",2.34,0%,7
"CorEnergy Infrastructure Trust, Inc. Depositary Shares, each representing a 1/100th fractional inter",,,
CoreSite Realty Corporation,169.45,0%,
CorMedix Inc.,7.11,+8.55%,16 573
CORNER GROWTH ACQUISITION CORP 2,10.01,0%,
"Cornerstone Building Brands, Inc.",24.65,+0.06%,191 220
"Cornerstone OnDemand, Inc.",57.5,0%,
"Cornerstone Strategic Value Fund, Inc. New",10.26,-0.48%,38 108
"Cornerstone Total Return Fund, Inc. (The)",9.81,-0.31%,20 120
Corning Inc.,35.8$,-1.88%,374 918
Corporacion America Airports SA,5.33,+3.5%,500
Corporate Office Properties Trust,26.41,-0.49%,29 552
CORSAIR GAMING INC,16.5,+6.45%,72 017
CORSAIR PARTNERING CORP,9.73,0%,
"Corteva, Inc.",57.88,+4.84%,239 645
"Cortexyme, Inc.",1.93,+2.12%,5 374
CorVel Corp.,157.38,-3.63%,1 304
"Corvus Pharmaceuticals, Inc.",0.9,-0.39%,82 869
Cosan S.A. American Depositary Shares (each representing one Common Share) When Issued,15.33,-0.33%,7 932
COSMOS HOLDINGS INC,0.41,+0.2%,23 673
Costamare Inc.,11.51,+2.45%,14 399
Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,,,
"Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock, par value $0.0001",,,
Costamare Inc. Perpetual Preferred Series C (Marshall Islands),,,
Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),,,
"CoStar Group, Inc.",72.9,+0.05%,60 655
Costco Wholesale Corporation,540.62,-0.49%,76 462
Coty Inc.,7.51,-0.27%,205 964
COUNTER PRESS ACQUISITION CORP,9.96,0%,
Coupa Software Incorporated,76.46,+1.07%,36 065
COUPANG INC,19.23,-0.8%,335 991
COURSERA INC,13.39,-3.29%,59 980
Cousins Properties Incorporated,28.98,-0.45%,40 175
COVA ACQUISITION CORP,9.88,0%,
"Covenant Transportation Group, Inc.",32.79,+0.4%,1 533
"Covetrus, Inc.",20.81,+0.05%,18 069
Cowen Inc.,38.65,+0.21%,155 304
CPI CARD GROUP INC,17.9,0%,1
CPS Technologies Corp.,3.71,-0.27%,281
"CRA International,Inc.",94.13,-8.61%,4 105
"Cracker Barrel Old Country Store, Inc.",96.56,-0.8%,17 979
Crane Co.,99.81,-0.63%,9 088
Crawford & Company,7.1,-4.57%,639
Crawford & Company,6.94,0%,234
CREATD INC,0.71,+4.34%,13 438
CREATIVE MEDICAL TECH HOLDING INC,0.74,+0.27%,3 140
"Creative Realities, Inc.",0.66,+6.13%,600
Credicorp Ltd.,131.26,+1.25%,17 737
Credit Acceptance Corporation,543.99,+1.44%,2 183
Credit Suisse AG - Credit Suisse Gold Shares Covered Call Exchange Traded Notes,7.63,-1.1%,496
Credit Suisse AG - Credit Suisse Silver Shares Covered Call Exchange Traded Notes,4.06,-1.46%,1 203
Credit Suisse AG - Credit Suisse X-Links Crude Oil Shares Covered Call ETN,4.48,+0.11%,38 437
Credit Suisse Group,5.5,-0.54%,782 011
CREDO TECHNOLOGY GROUP HOLDING LTD,16.03,-1.6%,47 798
"Cree, Inc.",79.15,-2.09%,82 935
"Cree, Inc.",89.28,+1.22%,43 306
Crescent Acquisition Corp,1.99,+1.02%,8 020
CRESCENT CAPITAL BDC INC,16.6,+0.36%,655
CRESCENT ENERGY COMPANY,13.62,+4.93%,6 600
Crescent Point Energy Corporation,7.03,+5.08%,1 148 047
CRESCERA CAPITAL ACQUISITION CORP,9.96,0%,5
Crestwood Equity Partners LP,25.2,+0.8%,17 726
Crestwood Equity Partners LP Preferred,,,
Cresud S.A.C.I.F. y A.,6.17,+2.32%,2 648
CREXENDO INC,2.7,0%,200
CRH PLC,38.85,-0.18%,35 787
"Cricut, Inc.",7.14,-1.52%,4 011
"Crinetics Pharmaceuticals, Inc.",22.17,+5.6%,7 051
CRISPR Therapeutics AG,81.35,+3.08%,108 446
Criteo S.A.,26.77,-1.76%,18 494
CRIXUS BH3 ACQUISITION CO,9.87,0%,
"Crocs, Inc.",73.55,+6.52%,109 093
Cronos Group Inc. Common Share,3.42,-0.29%,89 448
"Cross Country Healthcare, Inc.",24.21,+4.49%,30 693
CrossAmerica Partners LP,20.05,-0.35%,302
"CrossFirst Bankshares, Inc.",13.95,+1.09%,2 487
"CrowdStrike Holdings, Inc.",191.2,+1.08%,91 711
Crown Castle International Corp. (REIT),178.23,-0.06%,27 686
"Crown Crafts, Inc.",6.25,0%,
CROWN ELECTROKINETICS CORP,0.81,-15.6%,15 071
"Crown Holdings, Inc.",90.41,-2.21%,81 689
CROWN PROPTECH ACQUISITIONS,9.87,0%,
CRUCIBLE ACQUISITION CORP,9.89,+0.41%,100
CRYO-CELL INTERNATIONAL INC,5.31,0%,
"CryoLife, Inc.",21.17,-2.58%,11 898
"CryoPort, Inc.",39.42,+6.86%,30 090
CRYPTO 1 ACQUISITION CORP,9.96,0%,
"Cryptyde, Inc.",1.06,-4.07%,57 916
CS DISCO INC,27.27,+0.29%,8 396
"CSG Systems International, Inc.",55.08,-1.87%,19 468
CSI Compressco LP,1.31,-2.24%,100
CSP Inc.,8.71,0%,
"CSW Industrials, Inc.",120.18,+1.58%,685
CSX Corporation,33.11,+0.79%,515 322
CTI BioPharma Corp.,7.43,+2.06%,358 479
CTI Industries Corporation,0.89,+3.34%,471
"CTO Realty Growth, Inc.",21.49,+0.61%,765
CTO RTLY GROWTH INC NEW 6.375% SERIES A CUMULATIVE RED PFD SHS,,,
CTS Corporation,40.83,+0.2%,6 589
CubeSmart,47.66,+3.61%,166 435
"Cue Biopharma, Inc.",3.06,+0.33%,4 703
CUENTAS INC,0.67,-2.87%,302
CULLEN FROST BANKERS 4.450% DEP SHS REP 1/40TH INT PR PF SR B,,,
"Cullen/Frost Bankers, Inc.",131.58,+3.16%,11 767
CULLINAN MANAGEMENT INC,14.79,+2.35%,4 203
"Culp, Inc.",4.91,-3.16%,397
Cumberland Pharmaceuticals Inc.,2.14,-2.73%,544
Cummins Inc,220.07$,+0.28%,21 738
Cumulus Media Inc.,8.5,-3.95%,6 552
CUREVAC NV,13.77,+0.88%,3 844
"Curis, Inc.",1,+1.3%,47 969
CURO Group Holdings Corp.,7.79,+2.3%,3 643
Curtiss-Wright Corporation,144.45,-1.06%,7 294
Cushing MLP & Infrastructure Total Return Fund,30.66,-0.52%,300
Cushman & Wakefield plc,15.86,-4.63%,44 201
"Customers Bancorp, Inc",37.09,+0.51%,12 404
"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series E",,,
"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",,,
"Cutera, Inc.",48.79,+0.91%,16 394
CVB Financial Corporation,26.25,+1.14%,24 014
CVD Equipment Corporation,6.3,+5%,532
CVR Energy Inc.,31.58,+0.93%,29 604
"CVR Partners, LP",122.19,+2.92%,2 694
CVS Health Corporation,102.3,+0.42%,355 327
Cyanotech Corporation,3.16,0%,10
CyberArk Software Ltd.,136.52,-0.1%,6 316
CyberOptics Corporation,41.13,+4.79%,260
CYBIN INC,0.71,+14.92%,37 406
"Cyclacel Pharmaceuticals, Inc.",1.17,-4.49%,16 696
"Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock",6.25,0%,
"Cyclerion Therapeutics, Inc.",0.9,-0.72%,1 368
CYCLO THERAPEUTICS INC,2.3,-0.65%,244
CymaBay Therapeutics Inc.,4.25,+3.28%,48 999
"CynergisTek, Inc.",1.22,0%,378
CYNGN INC,1.27,+1.6%,4 879
Cypress Semiconductor Corporation,23.83,0%,
CYREN Ltd.,1.77,+2.31%,3 447
CyrusOne Inc,90.35,+0.58%,
CYTEIR THERAPEUTICS INC,2.46,-4.28%,4 857
CYTEK BIOSCIENCES INC,15.03,+0.94%,35 467
Cytocom Inc.,0.25,+9.41%,7 523
"Cytokinetics, Incorporated",51.71,+11.54%,104 313
"CytomX Therapeutics, Inc.",1.67,+3.09%,91 044
Cytosorbents Corporation,2.12,+6%,2 912
D AND Z MEDIA ACQUISITION CORP,9.86,0%,514
"D.R. Horton, Inc.",76.37,-0.42%,152 308
D8 Holdings Corp.,4.5,-1.32%,6 612
DADA NEXUS LTD SPON EACH ADS REP 4 ORD SHS,6.67,-1.91%,12 495
Daily Journal Corp. (S.C.),269.15,0%,16
Dakota Gold Corp.,4.18,-2.56%,5 786
"Daktronics, Inc.",3.85,0%,4 848
Dana Inc,15.93$,-0.22%,60 491
DANAHER CORP 5.0% CONV PREF STOCK SER B,,,
Danaher Corporation,290.34,+0.44%,76 472
Danaos Corporation,75.99,+3.57%,13 769
DAQO New Energy Corp.,64.49,-3.49%,40 772
"Darden Restaurants, Inc.",123.56,-1.76%,35 355
"Dare Bioscience, Inc.",1.25,+3.31%,10 041
DarioHealth Corp.,6.28,+5.9%,7 513
Darling Ingredients Inc.,72.42,+1.02%,39 022
"DASAN Zhone Solutions, Inc.",14,+0.29%,7 179
"Daseke, Inc.",7.21,+0.84%,20 686
Data I/O Corporation,3.39,0%,
DATA KNIGHTS ACQUISITION CORP,10.3,0%,
DATA STORAGE CORP,2.72,+5.02%,432
"Datadog, Inc.",113.25,+2.32%,215 982
Datasea Inc.,1.52,+9.35%,8 477
DATCHAT INC,1.22,+3.39%,6 671
DATTO HLDG CORP,35.23,,
"Dave & Buster's Entertainment, Inc.",39.04,-1.26%,11 980
DAVIDsTEA Inc.,1.63,+3.82%,392
DaVita Inc.,85.72,+0.54%,24 219
Dawson Geophysical Company,1.52,0%,
Daxor Corporation,13.93,+0.29%,1 613
DAY ONE BIOPHARMACEUTICALS INC,23.63,+15.27%,54 296
DBV Technologies S.A.,2.66,+4.52%,6 094
DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred,,,
DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred,,,
"DCP Midstream,  LP",33.39,+1.86%,11 739
DD3 Acquisition Corp. II,2.26,0%,
DECARBONIZATION PLUS ACQ CORP IV,9.96,0%,
Decarbonization Plus Acquisition Corporation,2.76,-38.73%,644 780
Decarbonization Plus Acquisition Corporation II,6.72,-2.75%,5 861
Decarbonization Plus Acquisition Corporation III,6.6,-1.71%,61 903
DECIBEL THERAPEUTICS INC,4.45,-1.98%,316
"Deciphera Pharmaceuticals, Inc.",16.49,-1.79%,77 995
"DecisionPoint Systems, Inc.",5.89,+3.33%,100
Deckers Outdoor Corporation,317.26,+1.35%,14 094
DEEP LAKE CAPITAL ACQUISITION CORP,9.88,-0.1%,100
DEEP MEDICINE ACQUISITION CORP,10.01,0%,
Deere & Company,343.3,+0.25%,38 008
Deerfield Healthcare Technology Acquisitions Corp.,7.22,+2.34%,11 624
DEFINITIVE HEALTHCARE CORP,24.5,-16.47%,43 975
"Delaware Investments Dividend & Income Fund, Inc.",9.44,-0.32%,1 039
DELCATH SYSTEMS INC,4.26,0%,
"Delek Logistics Partners, L.P.",50.52,-0.28%,913
"Delek US Holdings, Inc.",24.27,-0.12%,77 333
Delmar Bancorp,9.47,0%,
"DelMar Pharmaceuticals, Inc.",0.2,-5.7%,86 522
Delphi Technologies PLC,17.01,+1.8%,920 046
"Delta Air Lines, Inc.",32.93,-1.23%,441 268
"Delta Apparel, Inc.",22.85,-4.99%,417
Deluxe Corporation,23.54,-6.36%,4 658
DENALI CAPITAL ACQUISITION CORP,9.98,0%,
Denali Therapeutics Inc.,35.74,+7.05%,33 186
Denbury Inc.,74.98,+3.08%,16 162
Denison Mines Corp,1.15,0%,227 365
Denny's Corporation,9.4,-3.89%,29 720
DENTSPLY SIRONA Inc.,36.84,+2.56%,214 627
DERMATA THERAPEUTICS INC,0.63,0%,47
"Dermira, Inc.",3.94,+12.41%,100
"DermTech, Inc.",8.43,-2.54%,13 942
DESIGN THERAPEUTICS INC,21.8,+5.21%,2 713
Designer Brands Inc.,15.19,+0.23%,37 328
"Despegar.com, Corp.",7.9,+0.77%,4 969
"Destination XL Group, Inc.",4.43,+1.72%,15 494
"Deswell Industries, Inc.",3.25,0%,1
Deutsche Bank AG,8.91,+1.02%,261 692
Devon Energy Corporation,56.62,+3.91%,636 309
"DexCom, Inc.",89.13,-0.45%,110 638
DFP Healthcare Acquisitions Corp.,6.67,+1.91%,1 901
DHB CAPITAL CORP,9.84,0%,358
DHC ACQUISITION CORP,9.83,0%,
"DHI Group, Inc.",4.59,+8.77%,11 158
"DHT Holdings, Inc.",7.2,+2.2%,112 381
Diageo plc,188.41,-0.67%,7 297
DiaMedica Therapeutics Inc.,1.69,+3.05%,244
"Diamond Hill Investment Group, Inc.",176.5,-6.61%,506
"Diamond Offshore Drilling, Inc. Common Stock",6.73,+4.99%,30 773
"Diamondback Energy, Inc. - Commmon Stock",121.37,+4.23%,81 916
DIAMONDHEAD HOLDINGS CORP,9.87,+0.2%,200
DiamondPeak Holdings Corp.,2.51,-15.77%,500 286
DIAMONDROCK HOSPITALITY CO 8.250% CUM RED PREF STK SER A,,,
Diamondrock Hospitality Company,9.16,-0.81%,146 724
DIAMONDS DJIA (DIA),327.96$,+0.2%,229 244
Diana Shipping inc.,5.99,+1.1%,46 328
Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),,,
"Dicerna Pharmaceuticals, Inc.",38.22,0%,
Dick's Sporting Goods Inc,97.6,+0.74%,50 554
Diebold Nixdorf Incorporated,4.48,-3.66%,75 570
Diffusion Pharmaceuticals Inc.,7.19,+3.01%,344
Digi International Inc.,34.1,-2.46%,14 200
DIGIHOST TECHNOLOGY INC,1.21,-6.2%,1 427
Digimarc Corporation,17.56,+1.5%,4 685
Digirad Corporation,1.09,+5.83%,510
Digirad Corporation - Series A Cumulative Perpetual Preferred Stock,9.75,0%,
"Digital Ally, Inc.",0.81,+3.55%,4 709
DIGITAL BRANDS GROUP INC,0.13,-2.72%,153 411
DIGITAL HEALTH ACQUISITION CORP,10.07,0%,
"Digital Realty Trust, Inc.",129.45,-0.02%,74 984
"Digital Realty Trust, Inc. 5.200% Series L Cumulative Redeemable Preferred Stock",,,
"Digital Realty Trust, Inc. 5.250% Series J Cumulative Redeemable Preferred Stock",,,
DIGITAL TRANSFORMATION OPPORTUNITIE,9.82,-0.1%,1 161
"Digital Turbine, Inc.",22.87,-1.08%,115 584
DIGITAL WORLD ACQUISITION CORP,31.81,+0.57%,8 826
DIGITALOCEAN HLDGS INC,45.75,+3.6%,70 153
DILA CAP ACQUISITION CORP,9.88,0%,
Dillard's Capital Trust I,26.82,0%,
"Dillard's, Inc.",239.2,+0.34%,5 402
"Dime Community Bancshares, Inc.",33.63,+1.08%,1 202
"Dime Community Bancshares, Inc. - 5.50% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series",21.95,+0.38%,900
"Dine Brands Global, Inc. Common Stock",70.58,-2.08%,5 842
DINGDONG CAYMAN LTD SPON ADS EACH REP 1.5 ORS SHS,4.69,+3.88%,14 601
Diodes Incorporated,81.81,-1.71%,5 514
DIRECT DIGITAL HLDGS INC,2.2,+2.8%,1 399
DIRECT SELLING ACQUISITION CORP,10.07,0%,
Direxion Daily 20 Year Plus Tr,94.35$,+6.83%,56 134
DIRTT Environmental Solutions Ltd.,0.85,-11.05%,4 745
Discover Financial Services,102.36$,0%,47 689
"Discovery, Inc. - Series A",24.44,+5.89%,1 716 652
"Discovery, Inc. - Series A",14.59,-16.58%,2 945 097
"Discovery, Inc. - Series B",23.2,0%,9
"Discovery, Inc. - Series C",24.42,+5.92%,769 848
DISH Network Corporation,19.21,+0.23%,177 019
DISRUPTIVE ACQUISITION CORP I,9.84,0%,
DIVERSEY HLDGS LTD,6.68,-1.26%,27 952
DIVERSIFIED HEALTHCARE TRUST 5.625% Senior Notes due 2042,18.52,0%,125
DIVERSIFIED HEALTHCARE TRUST 6.25% Senior Notes Due 2046,18.7,-0.16%,100
DLH Holdings Corp.,17.61,0%,101
DMC Global Inc.,21.82,+5.39%,4 769
DMY TECHNOLOGY GROUP INC VI,9.8,0%,
"dMY Technology Group, Inc.",5.87,-4.48%,29 898
"dMY Technology Group, Inc. II",3.75,+9.65%,64 922
"dMY Technology Group, Inc. III",6.42,+3.72%,260 179
"dMY Technology Group, Inc. IV",5.88,+0.86%,41 948
"DNP Select Income Fund, Inc.",11.15,-1.5%,4 963
DOCEBO INC,35.2,+0.23%,8 709
"Document Security Systems, Inc.",0.38,+1.98%,900
"DocuSign, Inc.",72.36,+1.72%,125 487
Dogness (International) Corporation,1.72,-1.15%,3 960
Dolby Laboratories,78.35,-0.05%,9 356
DOLE PLC,9.1,+1%,3 863
Dollar General Corporation,253.13,+0.65%,48 805
"Dollar Tree, Inc.",165.24,+1.96%,46 247
"Dolphin Entertainment, Inc.",4.99,-0.2%,110
"Dominion Energy, Inc.",82.57,-0.4%,124 665
Domino's Pizza Inc,387.91,-0.91%,18 592
"Domo, Inc.",33.11,+0.7%,5 512
Domtar Corporation (NEW),55.49,,
"Donaldson Company, Inc.",54.62,-0.05%,18 775
"Donegal Group, Inc.",17.19,0%,
"Donegal Group, Inc.",14.46,+0.66%,3 926
"Donnelley Financial Solutions, Inc.",43.58,+3.2%,15 083
DOORDASH INC,80.27,-1.12%,451 394
